numero;tipo;gravidade;evento
1409/552477;SSO - CSB / Shear system malfunction;SEVERE;(NCS-Valhall) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1409/499698;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1409/439824;SSO - CSB / Shear system malfunction;MINOR;(NCS-Aasta Hansteen) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1409/377798;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Valhall) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1409/348360;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Oseberg Field Centre) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1409/288538;SSO - Incident involving Well Control equipment / kick;SEVERE;(NCS-Martin Linge) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1409/191083;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Statfjord B) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1409/065311;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1408/946323;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Martin Linge) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1408/973716;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Martin Linge) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1408/816101;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Asgard A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1408/861674;SSO - BOP failure during test/operation;MINOR;(NCS-Aasta Hansteen) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1408/735922;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1408/668784;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Snorre A) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1408/675468;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Statfjord B) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1408/507070;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1408/522890;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Ekofisk Complex) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1408/488354;SSO - Major structural fatigue or damage;MINOR;(NCS-Snorre A) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1408/486354;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1408/303092;SSO - Major structural fatigue or damage;MINOR;(NCS-Asgard A) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1408/205933;SSO - BOP failure during test/operation;MINOR;(NCS-Valhall) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1408/248093;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1408/192098;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Gullfaks C) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1407/935836;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Valhall) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1407/910140;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1407/829136;SSO - Incident involving Well Control equipment / kick;SEVERE;(NCS-Statfjord B) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1407/816505;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Valhall) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1407/891032;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1407/729421;SSO - Major structural fatigue or damage;MINOR;(NCS-Asgard A) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1407/745087;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Statfjord B) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1407/658042;SSO - Incident involving Well Control equipment / kick;SEVERE;(NCS-Troll A) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1407/585483;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Aasta Hansteen) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1407/560924;SSO - CSB / Shear system malfunction;MINOR;(NCS-Snorre A) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1407/418067;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1407/423065;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Martin Linge) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1407/238500;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Snorre A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1407/107046;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1407/161832;SSO - Major structural fatigue or damage;MINOR;(NCS-Martin Linge) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1407/002483;SSO - BOP failure during test/operation;SEVERE;(NCS-Gullfaks C) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1407/029048;SSO - Complete loss of well control;MINOR;(NCS-Aasta Hansteen) Detected loss of well control condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1407/097125;SSO - Major structural fatigue or damage;MODERATE;(NCS-Aasta Hansteen) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1406/978321;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Asgard A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1406/911329;SSO - Incident involving Well Control equipment / kick;MODERATE;(NCS-Gullfaks C) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1406/707342;SSO - CSB / Shear system malfunction;MODERATE;(NCS-Aasta Hansteen) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1406/782032;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Statfjord B) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1406/621545;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1406/616386;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Ekofisk Complex) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1406/525433;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1406/432370;SSO - CSB / Shear system malfunction;MODERATE;(NCS-Gullfaks C) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1406/165668;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1406/095323;SSO - BOP failure during test/operation;MINOR;(NCS-Johan Sverdrup) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1406/025625;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1406/028850;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Heidrun) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1405/983150;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Heidrun) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1405/908713;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1405/899029;SSO - CSB / Shear system malfunction;MINOR;(NCS-Valhall) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1405/863964;SSO - Accidental hydrocarbon leak >0.1kg/s;SEVERE;(NCS-Snorre A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1405/811116;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1405/838890;SSO - BOP failure during test/operation;MINOR;(NCS-Gullfaks C) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
1405/702411;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Asgard A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
